sale_id,date,year,month,week,product_id,product_name,is_new_product,region,channel,units_sold,unit_price,revenue,cogs,gross_profit,sessions,new_customers
663,2025-02-25,2025,2,9,P003,Data Connector Plus,0,North,Partner,26,150.12,3903.12,1674.66,2228.46,260,6
664,2025-02-25,2025,2,9,P001,Analytics Suite,0,South,Online,10,507.5,5075.0,2414.2,2660.8,90,2
665,2025-02-25,2025,2,9,P002,Dashboard Pro,0,South,Offline,16,292.89,4686.24,1823.84,2862.4,176,3
666,2025-02-25,2025,2,9,P003,Data Connector Plus,0,South,Online,22,147.5,3245.0,1541.54,1703.46,198,5
667,2025-02-25,2025,2,9,P001,Analytics Suite,0,East,Offline,10,500.84,5008.4,1907.6,3100.8,130,2
668,2025-02-25,2025,2,9,P002,Dashboard Pro,0,East,Offline,15,306.26,4593.9,1857.75,2736.15,180,2
669,2025-02-25,2025,2,9,P003,Data Connector Plus,0,East,Offline,26,147.94,3846.44,1610.18,2236.26,208,6
670,2025-02-25,2025,2,9,P001,Analytics Suite,0,West,Offline,10,511.32,5113.2,2206.0,2907.2,100,2
671,2025-02-25,2025,2,9,P002,Dashboard Pro,0,West,Offline,15,295.35,4430.25,1911.15,2519.1,150,4
672,2025-02-25,2025,2,9,P003,Data Connector Plus,0,West,Offline,22,153.08,3367.76,1490.94,1876.82,176,4
673,2025-02-26,2025,2,9,P001,Analytics Suite,0,North,Offline,10,490.41,4904.1,1914.5,2989.6,140,2
674,2025-02-26,2025,2,9,P002,Dashboard Pro,0,North,Offline,16,307.54,4920.64,2271.68,2648.96,208,2
675,2025-02-26,2025,2,9,P003,Data Connector Plus,0,North,Offline,25,144.74,3618.5,1406.75,2211.75,200,4
676,2025-02-26,2025,2,9,P001,Analytics Suite,0,South,Offline,11,500.74,5508.14,2594.9,2913.24,99,2
677,2025-02-26,2025,2,9,P002,Dashboard Pro,0,South,Online,15,297.29,4459.35,1994.85,2464.5,165,3
678,2025-02-26,2025,2,9,P003,Data Connector Plus,0,South,Offline,25,150.06,3751.5,1442.75,2308.75,300,6
679,2025-02-26,2025,2,9,P001,Analytics Suite,0,East,Online,10,499.08,4990.8,2046.9,2943.9,130,1
680,2025-02-26,2025,2,9,P002,Dashboard Pro,0,East,Online,16,297.88,4766.08,1825.76,2940.32,208,3
681,2025-02-26,2025,2,9,P003,Data Connector Plus,0,East,Offline,22,151.21,3326.62,1445.62,1881.0,308,6
682,2025-02-26,2025,2,9,P001,Analytics Suite,0,West,Partner,9,504.31,4538.79,2118.33,2420.46,126,2
683,2025-02-26,2025,2,9,P002,Dashboard Pro,0,West,Partner,17,290.23,4933.91,1935.62,2998.29,153,3
684,2025-02-26,2025,2,9,P003,Data Connector Plus,0,West,Partner,25,149.33,3733.25,1497.0,2236.25,250,6
685,2025-02-27,2025,2,9,P001,Analytics Suite,0,North,Partner,11,490.37,5394.07,2326.17,3067.9,154,2
686,2025-02-27,2025,2,9,P002,Dashboard Pro,0,North,Online,14,305.01,4270.14,1909.18,2360.96,126,3
687,2025-02-27,2025,2,9,P003,Data Connector Plus,0,North,Partner,22,151.24,3327.28,1417.9,1909.38,264,5
688,2025-02-27,2025,2,9,P001,Analytics Suite,0,South,Online,10,486.05,4860.5,2129.2,2731.3,130,2
689,2025-02-27,2025,2,9,P002,Dashboard Pro,0,South,Online,15,302.07,4531.05,2002.5,2528.55,150,4
690,2025-02-27,2025,2,9,P003,Data Connector Plus,0,South,Offline,23,148.56,3416.88,1535.25,1881.63,230,4
691,2025-02-27,2025,2,9,P001,Analytics Suite,0,East,Partner,10,508.21,5082.1,1933.7,3148.4,90,2
692,2025-02-27,2025,2,9,P002,Dashboard Pro,0,East,Offline,14,303.3,4246.2,1766.24,2479.96,196,3
693,2025-02-27,2025,2,9,P003,Data Connector Plus,0,East,Offline,23,148.82,3422.86,1405.3,2017.56,322,5
694,2025-02-27,2025,2,9,P001,Analytics Suite,0,West,Partner,9,502.19,4519.71,2091.06,2428.65,126,2
695,2025-02-27,2025,2,9,P002,Dashboard Pro,0,West,Offline,14,303.19,4244.66,1645.0,2599.66,182,2
696,2025-02-27,2025,2,9,P003,Data Connector Plus,0,West,Offline,24,144.81,3475.44,1588.08,1887.36,264,4
697,2025-02-28,2025,2,9,P001,Analytics Suite,0,North,Partner,9,491.83,4426.47,1890.99,2535.48,108,2
698,2025-02-28,2025,2,9,P002,Dashboard Pro,0,North,Offline,15,294.04,4410.6,2054.1,2356.5,195,2
699,2025-02-28,2025,2,9,P003,Data Connector Plus,0,North,Online,24,145.34,3488.16,1556.64,1931.52,192,6
700,2025-02-28,2025,2,9,P001,Analytics Suite,0,South,Online,11,502.41,5526.51,2177.67,3348.84,132,2
701,2025-02-28,2025,2,9,P002,Dashboard Pro,0,South,Partner,16,300.18,4802.88,2178.56,2624.32,144,3
702,2025-02-28,2025,2,9,P003,Data Connector Plus,0,South,Offline,23,146.49,3369.27,1369.42,1999.85,184,4
703,2025-02-28,2025,2,9,P001,Analytics Suite,0,East,Offline,10,499.54,4995.4,2132.9,2862.5,110,2
704,2025-02-28,2025,2,9,P002,Dashboard Pro,0,East,Online,14,307.62,4306.68,2053.66,2253.02,182,3
705,2025-02-28,2025,2,9,P003,Data Connector Plus,0,East,Offline,23,151.16,3476.68,1381.61,2095.07,276,5
706,2025-02-28,2025,2,9,P001,Analytics Suite,0,West,Offline,10,503.59,5035.9,2040.3,2995.6,120,2
707,2025-02-28,2025,2,9,P002,Dashboard Pro,0,West,Offline,14,297.31,4162.34,1784.3,2378.04,140,3
708,2025-02-28,2025,2,9,P003,Data Connector Plus,0,West,Online,25,149.02,3725.5,1501.25,2224.25,225,5
709,2025-03-01,2025,3,9,P001,Analytics Suite,0,North,Online,7,488.53,3419.71,1544.76,1874.95,84,1
710,2025-03-01,2025,3,9,P002,Dashboard Pro,0,North,Offline,10,304.58,3045.8,1363.1,1682.7,110,2
711,2025-03-01,2025,3,9,P003,Data Connector Plus,0,North,Online,17,150.32,2555.44,982.09,1573.35,153,4
712,2025-03-01,2025,3,9,P001,Analytics Suite,0,South,Online,6,502.88,3017.28,1190.88,1826.4,72,1
713,2025-03-01,2025,3,9,P002,Dashboard Pro,0,South,Online,12,299.3,3591.6,1593.84,1997.76,144,3
714,2025-03-01,2025,3,9,P003,Data Connector Plus,0,South,Partner,18,151.87,2733.66,1161.54,1572.12,162,5
715,2025-03-01,2025,3,9,P001,Analytics Suite,0,East,Offline,8,489.14,3913.12,1542.8,2370.32,96,1
716,2025-03-01,2025,3,9,P002,Dashboard Pro,0,East,Offline,11,301.21,3313.31,1498.97,1814.34,99,2
717,2025-03-01,2025,3,9,P003,Data Connector Plus,0,East,Online,17,149.81,2546.77,1001.47,1545.3,187,3
718,2025-03-01,2025,3,9,P001,Analytics Suite,0,West,Offline,7,511.26,3578.82,1413.51,2165.31,98,1
719,2025-03-01,2025,3,9,P002,Dashboard Pro,0,West,Online,11,301.06,3311.66,1434.4,1877.26,154,2
720,2025-03-01,2025,3,9,P003,Data Connector Plus,0,West,Partner,15,150.42,2256.3,1044.15,1212.15,180,4
721,2025-03-02,2025,3,9,P001,Analytics Suite,0,North,Offline,7,503.47,3524.29,1647.52,1876.77,70,1
722,2025-03-02,2025,3,9,P002,Dashboard Pro,0,North,Offline,10,306.87,3068.7,1283.1,1785.6,140,2
723,2025-03-02,2025,3,9,P003,Data Connector Plus,0,North,Offline,18,151.34,2724.12,1151.1,1573.02,144,3
724,2025-03-02,2025,3,9,P001,Analytics Suite,0,South,Online,7,511.28,3578.96,1673.77,1905.19,84,1
725,2025-03-02,2025,3,9,P002,Dashboard Pro,0,South,Offline,10,302.75,3027.5,1308.6,1718.9,120,2
726,2025-03-02,2025,3,9,P003,Data Connector Plus,0,South,Offline,16,146.37,2341.92,974.72,1367.2,176,3
727,2025-03-02,2025,3,9,P001,Analytics Suite,0,East,Partner,7,491.62,3441.34,1502.06,1939.28,77,1
728,2025-03-02,2025,3,9,P002,Dashboard Pro,0,East,Online,12,297.16,3565.92,1634.52,1931.4,144,2
729,2025-03-02,2025,3,9,P003,Data Connector Plus,0,East,Online,16,149.49,2391.84,1047.04,1344.8,160,4
730,2025-03-02,2025,3,9,P001,Analytics Suite,0,West,Partner,7,488.16,3417.12,1554.07,1863.05,56,1
731,2025-03-02,2025,3,9,P002,Dashboard Pro,0,West,Online,11,292.93,3222.23,1477.74,1744.49,121,2
732,2025-03-02,2025,3,9,P003,Data Connector Plus,0,West,Online,17,150.65,2561.05,1220.26,1340.79,187,3
733,2025-03-03,2025,3,10,P001,Analytics Suite,0,North,Partner,10,488.38,4883.8,1898.9,2984.9,110,2
734,2025-03-03,2025,3,10,P002,Dashboard Pro,0,North,Offline,16,300.96,4815.36,2125.44,2689.92,176,3
735,2025-03-03,2025,3,10,P003,Data Connector Plus,0,North,Partner,27,149.87,4046.49,1608.66,2437.83,378,6
736,2025-03-03,2025,3,10,P001,Analytics Suite,0,South,Partner,10,509.5,5095.0,2081.8,3013.2,120,1
737,2025-03-03,2025,3,10,P002,Dashboard Pro,0,South,Online,17,299.28,5087.76,2276.3,2811.46,153,3
738,2025-03-03,2025,3,10,P003,Data Connector Plus,0,South,Online,27,153.25,4137.75,1894.86,2242.89,270,5
739,2025-03-03,2025,3,10,P001,Analytics Suite,0,East,Offline,11,501.58,5517.38,2484.79,3032.59,143,2
740,2025-03-03,2025,3,10,P002,Dashboard Pro,0,East,Offline,17,303.06,5152.02,2137.07,3014.95,204,4
741,2025-03-03,2025,3,10,P003,Data Connector Plus,0,East,Online,25,149.95,3748.75,1640.0,2108.75,275,5
742,2025-03-03,2025,3,10,P001,Analytics Suite,0,West,Online,11,487.22,5359.42,2218.81,3140.61,110,2
743,2025-03-03,2025,3,10,P002,Dashboard Pro,0,West,Offline,17,294.65,5009.05,2191.47,2817.58,238,4
744,2025-03-03,2025,3,10,P003,Data Connector Plus,0,West,Offline,29,149.56,4337.24,1795.39,2541.85,406,7
745,2025-03-04,2025,3,10,P001,Analytics Suite,0,North,Partner,11,510.87,5619.57,2200.77,3418.8,121,2
746,2025-03-04,2025,3,10,P002,Dashboard Pro,0,North,Offline,17,307.87,5233.79,2407.71,2826.08,153,3
747,2025-03-04,2025,3,10,P003,Data Connector Plus,0,North,Offline,25,149.32,3733.0,1511.25,2221.75,250,4
748,2025-03-04,2025,3,10,P001,Analytics Suite,0,South,Online,11,508.61,5594.71,2392.61,3202.1,99,2
749,2025-03-04,2025,3,10,P002,Dashboard Pro,0,South,Partner,18,294.86,5307.48,2510.64,2796.84,234,3
750,2025-03-04,2025,3,10,P003,Data Connector Plus,0,South,Online,28,146.63,4105.64,1645.0,2460.64,280,5
751,2025-03-04,2025,3,10,P001,Analytics Suite,0,East,Online,10,502.55,5025.5,1969.9,3055.6,80,1
752,2025-03-04,2025,3,10,P002,Dashboard Pro,0,East,Online,18,298.87,5379.66,2335.5,3044.16,252,3
753,2025-03-04,2025,3,10,P003,Data Connector Plus,0,East,Offline,26,150.08,3902.08,1821.82,2080.26,312,5
754,2025-03-04,2025,3,10,P001,Analytics Suite,0,West,Online,12,511.46,6137.52,2792.64,3344.88,108,2
755,2025-03-04,2025,3,10,P002,Dashboard Pro,0,West,Partner,17,297.62,5059.54,2176.85,2882.69,136,3
756,2025-03-04,2025,3,10,P003,Data Connector Plus,0,West,Partner,27,146.09,3944.43,1703.16,2241.27,351,5
757,2025-03-05,2025,3,10,P001,Analytics Suite,0,North,Online,10,504.21,5042.1,2080.1,2962.0,80,2
758,2025-03-05,2025,3,10,P002,Dashboard Pro,0,North,Online,16,299.87,4797.92,2283.04,2514.88,176,3
759,2025-03-05,2025,3,10,P003,Data Connector Plus,0,North,Online,24,148.32,3559.68,1485.12,2074.56,336,6
760,2025-03-05,2025,3,10,P001,Analytics Suite,0,South,Online,10,489.42,4894.2,2195.5,2698.7,120,2
761,2025-03-05,2025,3,10,P002,Dashboard Pro,0,South,Offline,18,304.46,5480.28,2291.22,3189.06,252,3
762,2025-03-05,2025,3,10,P003,Data Connector Plus,0,South,Offline,29,145.87,4230.23,1785.82,2444.41,261,5
763,2025-03-05,2025,3,10,P001,Analytics Suite,0,East,Offline,12,502.91,6034.92,2767.2,3267.72,120,2
764,2025-03-05,2025,3,10,P002,Dashboard Pro,0,East,Online,17,300.22,5103.74,2022.83,3080.91,221,3
765,2025-03-05,2025,3,10,P003,Data Connector Plus,0,East,Online,25,152.03,3800.75,1571.5,2229.25,325,5
766,2025-03-05,2025,3,10,P001,Analytics Suite,0,West,Online,11,511.93,5631.23,2371.71,3259.52,88,2
767,2025-03-05,2025,3,10,P002,Dashboard Pro,0,West,Offline,17,300.89,5115.13,2275.79,2839.34,221,3
768,2025-03-05,2025,3,10,P003,Data Connector Plus,0,West,Offline,28,147.7,4135.6,1891.96,2243.64,308,6
769,2025-03-06,2025,3,10,P001,Analytics Suite,0,North,Offline,10,502.4,5024.0,2345.3,2678.7,90,2
770,2025-03-06,2025,3,10,P002,Dashboard Pro,0,North,Offline,18,297.6,5356.8,2490.3,2866.5,198,3
771,2025-03-06,2025,3,10,P003,Data Connector Plus,0,North,Online,24,146.57,3517.68,1586.64,1931.04,240,5
772,2025-03-06,2025,3,10,P001,Analytics Suite,0,South,Offline,11,510.61,5616.71,2554.42,3062.29,110,2
773,2025-03-06,2025,3,10,P002,Dashboard Pro,0,South,Partner,16,293.03,4688.48,2122.88,2565.6,144,3
774,2025-03-06,2025,3,10,P003,Data Connector Plus,0,South,Online,29,150.79,4372.91,1835.41,2537.5,261,5
775,2025-03-06,2025,3,10,P001,Analytics Suite,0,East,Online,12,498.2,5978.4,2509.2,3469.2,168,3
776,2025-03-06,2025,3,10,P002,Dashboard Pro,0,East,Online,15,294.74,4421.1,2091.9,2329.2,195,3
777,2025-03-06,2025,3,10,P003,Data Connector Plus,0,East,Offline,24,151.12,3626.88,1425.84,2201.04,216,6
778,2025-03-06,2025,3,10,P001,Analytics Suite,0,West,Partner,10,503.9,5039.0,2350.3,2688.7,100,2
779,2025-03-06,2025,3,10,P002,Dashboard Pro,0,West,Offline,18,306.8,5522.4,2633.94,2888.46,162,4
780,2025-03-06,2025,3,10,P003,Data Connector Plus,0,West,Offline,24,149.87,3596.88,1682.4,1914.48,312,5
781,2025-03-07,2025,3,10,P001,Analytics Suite,0,North,Partner,11,500.01,5500.11,2386.89,3113.22,121,2
782,2025-03-07,2025,3,10,P002,Dashboard Pro,0,North,Online,16,296.59,4745.44,1808.32,2937.12,160,3
783,2025-03-07,2025,3,10,P003,Data Connector Plus,0,North,Online,28,145.75,4081.0,1554.28,2526.72,336,7
784,2025-03-07,2025,3,10,P001,Analytics Suite,0,South,Online,12,498.31,5979.72,2749.44,3230.28,132,2
785,2025-03-07,2025,3,10,P002,Dashboard Pro,0,South,Online,18,299.86,5397.48,2286.9,3110.58,216,3
786,2025-03-07,2025,3,10,P003,Data Connector Plus,0,South,Offline,27,150.31,4058.37,1648.89,2409.48,243,6
787,2025-03-07,2025,3,10,P001,Analytics Suite,0,East,Partner,10,506.92,5069.2,2278.1,2791.1,140,2
788,2025-03-07,2025,3,10,P002,Dashboard Pro,0,East,Online,17,299.57,5092.69,2369.8,2722.89,153,3
789,2025-03-07,2025,3,10,P003,Data Connector Plus,0,East,Offline,25,150.22,3755.5,1690.25,2065.25,250,5
790,2025-03-07,2025,3,10,P001,Analytics Suite,0,West,Partner,10,488.59,4885.9,1947.5,2938.4,80,1
791,2025-03-07,2025,3,10,P002,Dashboard Pro,0,West,Offline,16,302.86,4845.76,1885.12,2960.64,144,2
792,2025-03-07,2025,3,10,P003,Data Connector Plus,0,West,Offline,24,148.29,3558.96,1707.6,1851.36,264,5
793,2025-03-08,2025,3,10,P001,Analytics Suite,0,North,Partner,7,493.92,3457.44,1333.22,2124.22,63,1
794,2025-03-08,2025,3,10,P002,Dashboard Pro,0,North,Online,9,298.46,2686.14,1087.92,1598.22,126,1
795,2025-03-08,2025,3,10,P003,Data Connector Plus,0,North,Offline,15,153.24,2298.6,1050.75,1247.85,165,3
796,2025-03-08,2025,3,10,P001,Analytics Suite,0,South,Offline,7,485.03,3395.21,1322.09,2073.12,98,1
797,2025-03-08,2025,3,10,P002,Dashboard Pro,0,South,Partner,10,297.01,2970.1,1175.7,1794.4,100,2
798,2025-03-08,2025,3,10,P003,Data Connector Plus,0,South,Online,18,149.44,2689.92,1193.94,1495.98,198,3
799,2025-03-08,2025,3,10,P001,Analytics Suite,0,East,Online,8,509.89,4079.12,1646.32,2432.8,64,1
800,2025-03-08,2025,3,10,P002,Dashboard Pro,0,East,Offline,9,304.28,2738.52,1256.76,1481.76,99,1
801,2025-03-08,2025,3,10,P003,Data Connector Plus,0,East,Offline,15,151.53,2272.95,898.95,1374.0,180,3
802,2025-03-08,2025,3,10,P001,Analytics Suite,0,West,Offline,6,499.0,2994.0,1416.42,1577.58,60,1
803,2025-03-08,2025,3,10,P002,Dashboard Pro,0,West,Offline,11,291.1,3202.1,1388.53,1813.57,143,2
804,2025-03-08,2025,3,10,P003,Data Connector Plus,0,West,Offline,17,147.36,2505.12,1141.55,1363.57,221,4
805,2025-03-09,2025,3,10,P001,Analytics Suite,0,North,Offline,7,489.81,3428.67,1551.27,1877.4,70,1
806,2025-03-09,2025,3,10,P002,Dashboard Pro,0,North,Offline,9,302.71,2724.39,1225.17,1499.22,108,1
807,2025-03-09,2025,3,10,P003,Data Connector Plus,0,North,Offline,15,147.64,2214.6,1033.65,1180.95,150,3
808,2025-03-09,2025,3,10,P001,Analytics Suite,0,South,Offline,8,488.83,3910.64,1601.68,2308.96,88,1
809,2025-03-09,2025,3,10,P002,Dashboard Pro,0,South,Offline,10,290.04,2900.4,1314.9,1585.5,110,2
810,2025-03-09,2025,3,10,P003,Data Connector Plus,0,South,Offline,17,147.78,2512.26,1135.77,1376.49,170,4
811,2025-03-09,2025,3,10,P001,Analytics Suite,0,East,Offline,7,495.63,3469.41,1584.03,1885.38,77,1
812,2025-03-09,2025,3,10,P002,Dashboard Pro,0,East,Online,10,297.38,2973.8,1285.6,1688.2,80,1
813,2025-03-09,2025,3,10,P003,Data Connector Plus,0,East,Partner,18,145.69,2622.42,1024.56,1597.86,162,3
814,2025-03-09,2025,3,10,P001,Analytics Suite,0,West,Online,6,503.24,3019.44,1306.14,1713.3,66,1
815,2025-03-09,2025,3,10,P002,Dashboard Pro,0,West,Offline,10,296.6,2966.0,1131.0,1835.0,80,2
816,2025-03-09,2025,3,10,P003,Data Connector Plus,0,West,Offline,17,152.83,2598.11,1195.44,1402.67,187,3
817,2025-03-10,2025,3,11,P001,Analytics Suite,0,North,Online,11,512.12,5633.32,2588.08,3045.24,110,2
818,2025-03-10,2025,3,11,P002,Dashboard Pro,0,North,Offline,17,299.52,5091.84,2089.64,3002.2,238,4
819,2025-03-10,2025,3,11,P003,Data Connector Plus,0,North,Offline,29,145.4,4216.6,1764.65,2451.95,348,5
820,2025-03-10,2025,3,11,P001,Analytics Suite,0,South,Partner,11,501.1,5512.1,2507.56,3004.54,132,2
821,2025-03-10,2025,3,11,P002,Dashboard Pro,0,South,Online,15,301.49,4522.35,2036.25,2486.1,165,3
822,2025-03-10,2025,3,11,P003,Data Connector Plus,0,South,Offline,24,151.61,3638.64,1505.52,2133.12,288,4
823,2025-03-10,2025,3,11,P001,Analytics Suite,0,East,Online,12,497.29,5967.48,2595.96,3371.52,120,3
824,2025-03-10,2025,3,11,P002,Dashboard Pro,0,East,Offline,18,297.43,5353.74,2422.98,2930.76,252,4
825,2025-03-10,2025,3,11,P003,Data Connector Plus,0,East,Offline,27,146.44,3953.88,1602.99,2350.89,351,7
826,2025-03-10,2025,3,11,P001,Analytics Suite,0,West,Offline,11,495.92,5455.12,2397.89,3057.23,110,2
827,2025-03-10,2025,3,11,P002,Dashboard Pro,0,West,Online,19,295.45,5613.55,2253.78,3359.77,171,4
828,2025-03-10,2025,3,11,P003,Data Connector Plus,0,West,Offline,28,152.96,4282.88,1846.6,2436.28,336,6
829,2025-03-11,2025,3,11,P001,Analytics Suite,0,North,Offline,11,486.85,5355.35,2109.14,3246.21,99,2
830,2025-03-11,2025,3,11,P002,Dashboard Pro,0,North,Offline,17,294.21,5001.57,2185.86,2815.71,136,4
831,2025-03-11,2025,3,11,P003,Data Connector Plus,0,North,Online,24,145.22,3485.28,1384.56,2100.72,264,6
832,2025-03-11,2025,3,11,P001,Analytics Suite,0,South,Partner,11,501.28,5514.08,2449.48,3064.6,132,2
833,2025-03-11,2025,3,11,P002,Dashboard Pro,0,South,Offline,18,296.87,5343.66,2209.32,3134.34,252,4
834,2025-03-11,2025,3,11,P003,Data Connector Plus,0,South,Online,26,152.85,3974.1,1600.3,2373.8,364,6
835,2025-03-11,2025,3,11,P001,Analytics Suite,0,East,Offline,11,484.37,5328.07,2053.48,3274.59,121,2
836,2025-03-11,2025,3,11,P002,Dashboard Pro,0,East,Online,16,300.16,4802.56,1931.04,2871.52,208,2
837,2025-03-11,2025,3,11,P003,Data Connector Plus,0,East,Offline,28,148.04,4145.12,1813.56,2331.56,336,5
838,2025-03-11,2025,3,11,P001,Analytics Suite,0,West,Online,11,507.57,5583.27,2167.77,3415.5,110,2
839,2025-03-11,2025,3,11,P002,Dashboard Pro,0,West,Online,15,297.19,4457.85,1887.6,2570.25,180,3
840,2025-03-11,2025,3,11,P003,Data Connector Plus,0,West,Online,28,148.83,4167.24,1855.28,2311.96,308,5
841,2025-03-12,2025,3,11,P001,Analytics Suite,0,North,Online,11,506.06,5566.66,2263.58,3303.08,88,2
842,2025-03-12,2025,3,11,P002,Dashboard Pro,0,North,Online,17,300.36,5106.12,2156.62,2949.5,187,3
843,2025-03-12,2025,3,11,P003,Data Connector Plus,0,North,Online,25,149.84,3746.0,1487.0,2259.0,250,5
844,2025-03-12,2025,3,11,P001,Analytics Suite,0,South,Offline,12,508.07,6096.84,2344.2,3752.64,132,3
845,2025-03-12,2025,3,11,P002,Dashboard Pro,0,South,Offline,15,296.74,4451.1,1729.65,2721.45,210,3
846,2025-03-12,2025,3,11,P003,Data Connector Plus,0,South,Online,24,150.08,3601.92,1664.16,1937.76,336,4
847,2025-03-12,2025,3,11,P001,Analytics Suite,0,East,Offline,11,487.36,5360.96,2215.07,3145.89,88,2
848,2025-03-12,2025,3,11,P002,Dashboard Pro,0,East,Offline,15,299.83,4497.45,1926.3,2571.15,180,3
849,2025-03-12,2025,3,11,P003,Data Connector Plus,0,East,Online,24,150.78,3618.72,1703.04,1915.68,288,5
850,2025-03-12,2025,3,11,P001,Analytics Suite,0,West,Online,10,485.83,4858.3,2146.4,2711.9,130,1
851,2025-03-12,2025,3,11,P002,Dashboard Pro,0,West,Online,17,290.18,4933.06,2201.67,2731.39,170,4
852,2025-03-12,2025,3,11,P003,Data Connector Plus,0,West,Online,25,145.49,3637.25,1522.75,2114.5,325,6
853,2025-03-13,2025,3,11,P001,Analytics Suite,0,North,Partner,11,505.28,5558.08,2593.8,2964.28,121,2
854,2025-03-13,2025,3,11,P002,Dashboard Pro,0,North,Offline,15,299.01,4485.15,1714.05,2771.1,195,3
855,2025-03-13,2025,3,11,P003,Data Connector Plus,0,North,Online,26,147.51,3835.26,1464.32,2370.94,234,6
856,2025-03-13,2025,3,11,P001,Analytics Suite,0,South,Partner,11,493.08,5423.88,2210.67,3213.21,132,2
857,2025-03-13,2025,3,11,P002,Dashboard Pro,0,South,Partner,16,296.98,4751.68,2254.24,2497.44,128,4
858,2025-03-13,2025,3,11,P003,Data Connector Plus,0,South,Online,24,147.59,3542.16,1377.12,2165.04,216,5
859,2025-03-13,2025,3,11,P001,Analytics Suite,0,East,Offline,12,502.37,6028.44,2542.44,3486.0,108,2
860,2025-03-13,2025,3,11,P002,Dashboard Pro,0,East,Offline,16,295.63,4730.08,2053.92,2676.16,176,3
861,2025-03-13,2025,3,11,P003,Data Connector Plus,0,East,Offline,24,149.37,3584.88,1411.68,2173.2,336,5
862,2025-03-13,2025,3,11,P001,Analytics Suite,0,West,Offline,12,511.26,6135.12,2420.4,3714.72,168,3
863,2025-03-13,2025,3,11,P002,Dashboard Pro,0,West,Offline,18,295.73,5323.14,2085.84,3237.3,234,3
864,2025-03-13,2025,3,11,P003,Data Connector Plus,0,West,Offline,29,151.03,4379.87,2085.39,2294.48,319,6
865,2025-03-14,2025,3,11,P001,Analytics Suite,0,North,Offline,12,508.63,6103.56,2486.52,3617.04,156,3
866,2025-03-14,2025,3,11,P002,Dashboard Pro,0,North,Offline,15,293.34,4400.1,1943.55,2456.55,180,3
867,2025-03-14,2025,3,11,P003,Data Connector Plus,0,North,Online,27,149.86,4046.22,1682.91,2363.31,216,6
868,2025-03-14,2025,3,11,P001,Analytics Suite,0,South,Offline,11,499.07,5489.77,2442.66,3047.11,143,2
869,2025-03-14,2025,3,11,P002,Dashboard Pro,0,South,Online,16,298.53,4776.48,1830.4,2946.08,144,4
870,2025-03-14,2025,3,11,P003,Data Connector Plus,0,South,Online,23,146.94,3379.62,1511.1,1868.52,299,4
871,2025-03-14,2025,3,11,P001,Analytics Suite,0,East,Partner,10,489.33,4893.3,2283.8,2609.5,110,2
872,2025-03-14,2025,3,11,P002,Dashboard Pro,0,East,Online,16,298.24,4771.84,2183.68,2588.16,176,3
873,2025-03-14,2025,3,11,P003,Data Connector Plus,0,East,Online,28,150.97,4227.16,1848.0,2379.16,364,6
874,2025-03-14,2025,3,11,P001,Analytics Suite,0,West,Online,11,505.11,5556.21,2362.25,3193.96,88,2
875,2025-03-14,2025,3,11,P002,Dashboard Pro,0,West,Offline,15,307.9,4618.5,2209.35,2409.15,165,2
876,2025-03-14,2025,3,11,P003,Data Connector Plus,0,West,Partner,25,151.37,3784.25,1548.25,2236.0,225,5
877,2025-03-15,2025,3,11,P001,Analytics Suite,0,North,Offline,7,508.81,3561.67,1458.31,2103.36,77,1
878,2025-03-15,2025,3,11,P002,Dashboard Pro,0,North,Offline,11,306.24,3368.64,1432.2,1936.44,143,2
879,2025-03-15,2025,3,11,P003,Data Connector Plus,0,North,Partner,15,151.49,2272.35,987.6,1284.75,195,3
880,2025-03-15,2025,3,11,P001,Analytics Suite,0,South,Offline,7,484.78,3393.46,1593.48,1799.98,91,1
881,2025-03-15,2025,3,11,P002,Dashboard Pro,0,South,Offline,10,295.84,2958.4,1359.8,1598.6,130,2
882,2025-03-15,2025,3,11,P003,Data Connector Plus,0,South,Offline,15,145.55,2183.25,848.25,1335.0,150,3
883,2025-03-15,2025,3,11,P001,Analytics Suite,0,East,Offline,7,513.23,3592.61,1501.22,2091.39,63,1
884,2025-03-15,2025,3,11,P002,Dashboard Pro,0,East,Offline,11,306.4,3370.4,1571.46,1798.94,143,2
885,2025-03-15,2025,3,11,P003,Data Connector Plus,0,East,Online,15,151.41,2271.15,933.3,1337.85,150,3
886,2025-03-15,2025,3,11,P001,Analytics Suite,0,West,Online,7,502.79,3519.53,1675.45,1844.08,63,1
887,2025-03-15,2025,3,11,P002,Dashboard Pro,0,West,Offline,11,290.25,3192.75,1386.77,1805.98,121,1
888,2025-03-15,2025,3,11,P003,Data Connector Plus,0,West,Offline,18,146.66,2639.88,1123.02,1516.86,198,4
889,2025-03-16,2025,3,11,P001,Analytics Suite,0,North,Partner,7,484.23,3389.61,1498.14,1891.47,70,1
890,2025-03-16,2025,3,11,P002,Dashboard Pro,0,North,Online,11,290.91,3200.01,1327.7,1872.31,143,2
891,2025-03-16,2025,3,11,P003,Data Connector Plus,0,North,Offline,15,149.7,2245.5,1059.9,1185.6,150,2
892,2025-03-16,2025,3,11,P001,Analytics Suite,0,South,Offline,7,489.37,3425.59,1528.1,1897.49,84,1
893,2025-03-16,2025,3,11,P002,Dashboard Pro,0,South,Partner,11,300.12,3301.32,1445.62,1855.7,143,3
